"Code","Weigths"
"sz.300014",0.199643167474294
"sz.300124",0.000262941177059665
"sz.300274",0.0948355784618308
"sz.300748",0.0216478010509275
"CYB_ETF",1.49869023108501e-16
"Cash",0.683610511835888
