"Portfolio","Date","Num +","Num -","Sum +","Max +","Min -","Sum -","CYB_ETF"
"MAXSER_H_Stock_Long_Only",2016-12-30,8,0,0.636497528927618,0.185197521190024,0,0,-0.300174101368584
"MAXSER_H_Stock_Long_Only",2017-06-30,5,0,0.642389132049203,0.268740165114271,0,0,-0.365236615229808
"MAXSER_H_Stock_Long_Only",2017-12-29,6,0,0.579974728757769,0.289908871247758,0,0,-0.262248488664775
"MAXSER_H_Stock_Long_Only",2018-06-29,3,0,0.305868704335932,0.18951139432912,0,0,-0.589850560624232
"MAXSER_H_Stock_Long_Only",2018-12-28,0,0,0,0,0,0,-0.633349647278588
"MAXSER_H_Stock_Long_Only",2019-06-28,9,0,1.00979548850787,0.241995336121076,0,0,-1.23502165693948
"MAXSER_H_Stock_Long_Only",2019-12-31,5,0,0.663826422459689,0.337605128886887,0,0,-0.669205896532707
"MAXSER_H_Stock_Long_Only",2020-06-30,6,0,0.623753451139055,0.286165125189654,0,0,-0.2950058060906
"MAXSER_H_Stock_Long_Only",2020-12-31,4,0,0.507297809002715,0.194436257338519,0,0,0.0280347430406074
"MAXSER_H_Stock_Long_Only",2021-06-30,1,0,0.0403515422304949,0.0403515422304949,0,0,0.53207038105429
"MAXSER_H_Stock_Long_Only",2021-12-31,2,0,0.0628292316537954,0.053024572648118,0,0,0.526564973944353
