"Date","EW","MAXSER","MAXSER_ALL_Long_Only","MAXSER_H_ALL_Long_Only","SSE","SZ100","SSE50","HS300","CSI500","CYB50"
2016-12-30,1,1,1,1,1,1,1,1,1,1
2017-01-09,0.998474721614207,1.00192977853946,1.00044124236034,1.00058029691005,1.00536248530191,1.00435644802423,1.00407113926068,1.00484934732158,1.00687439418822,1.00150980220412
2017-01-10,0.99311846115063,0.995682412305946,0.995205957395336,0.994469229598218,1.00233013697718,1.00400442005771,1.00158601191198,1.00316757909314,1.00350178039606,0.995099459413328
2017-01-11,0.984280157109004,1.00005987393323,0.996382764878705,0.99626278326027,0.994430497086378,0.995650619718731,0.996335108465544,0.996065319519534,0.993776618051056,0.987739664957542
2017-01-12,0.980934142417038,1.00623902130066,0.999261446567951,0.999890026281897,0.98889364779298,0.989729482138318,0.994138858764383,0.991025690428588,0.984499222803132,0.98148597326937
2017-01-13,0.965473657189422,1.00689274015502,0.995720469833745,0.99545952340463,0.986825373828472,0.9817415734155,0.999618438969291,0.991709151477731,0.972226982919247,0.965166746395902
2017-01-16,0.913164974168552,0.979425016608078,0.96921988578973,0.966202607295645,0.983865624329293,0.958119545435393,1.01232515756175,0.991569950057757,0.946579486271615,0.918501000545752
2017-01-17,0.932394350375956,0.982785842854026,0.975725664291865,0.973020702339692,0.985560442326573,0.969449409231831,1.00894741127515,0.993634074117886,0.954556112609423,0.946503929191456
2017-01-18,0.920557342600532,0.981896613524716,0.972323548106836,0.969701220670085,0.986903996137362,0.971325623150664,1.01465566823853,0.99752006397291,0.952441735346261,0.932576579368769
2017-01-19,0.922171474632098,0.985883879421984,0.974980070943568,0.975270578575042,0.983190677169508,0.96830307569145,1.01126969305342,0.99451020666034,0.948530953528901,0.93343001906764
2017-01-20,0.945244716471389,0.997438997731731,0.986964548668861,0.991040196843189,0.990114195733408,0.979957783827645,1.01656433959192,1.0021573232941,0.960823439453979,0.95368405213169
2017-01-23,0.9504713827794,0.995114861089478,0.98640153789334,0.988705851804567,0.994437154620598,0.9850375881599,1.01653055779805,1.00490311611041,0.968697266125266,0.955960265644336
2017-01-24,0.936177367040729,0.989837153004292,0.980105382638063,0.981528984077752,0.996269244632997,0.981822852459507,1.01883464937963,1.00501364084301,0.967613867502373,0.939039700667255
2017-01-25,0.938524823986904,0.986783404860739,0.979308800420867,0.97976274621976,0.998488739731943,0.98573376084117,1.02155148518625,1.00843482939014,0.969858823883926,0.94247760282264
2017-01-26,0.946023562620934,0.989417364744736,0.982406231724728,0.982572213818979,1.00153598825231,0.991906890641629,1.02385860846728,1.01203644209535,0.97678610889294,0.94993902397941
2017-02-03,0.940451747832744,0.982654267795342,0.977915604890825,0.975405451172861,0.995513773011688,0.98564052100139,1.01344905185765,1.00502588817825,0.974178607122589,0.945692600004043
2017-02-06,0.952132522861358,0.985950181283759,0.982553430604399,0.980375148244982,1.00084392171881,0.990245699210451,1.01517192334478,1.00762859627317,0.98236412866061,0.958114639410498
2017-02-07,0.943791272081016,0.979372728754902,0.97654625284599,0.973202533279212,0.999608790608185,0.986713458749526,1.01238579155074,1.005382255762,0.981843067755496,0.950379780665998
2017-02-08,0.953300676541294,0.983090176895026,0.981011325592976,0.979547830941834,1.00401354205866,0.995271951797993,1.01623691605138,1.01064054459419,0.987441333564358,0.959251623219849
2017-02-09,0.962996521651964,0.989925779869632,0.986889341437987,0.986717845781728,1.00914872012075,0.99960692475708,1.01990700478489,1.01452504087175,0.993653258451231,0.965882063617192
2017-02-10,0.956572237953749,0.984026042677506,0.98188567453266,0.981490772166858,1.01343490405701,1.00301738257013,1.02565987104017,1.01966145378259,0.994584105507928,0.960734474696636
2017-02-13,0.962191763440869,0.988641893954279,0.986092700390902,0.986943903693216,1.01981979639992,1.01447935879261,1.03047680836541,1.02646858244861,0.999691757946493,0.966752908994132
2017-02-14,0.960819805123209,0.992656559117111,0.987856385071314,0.988024228017993,1.02016503710307,1.01350401026454,1.02796829362096,1.02632788745117,1.00051305665627,0.966743363944868
2017-02-15,0.946980523699429,0.982900619751433,0.97955468409724,0.978194859515938,1.01859798035774,1.00588443968429,1.02739616862486,1.02211868743217,0.990595635392968,0.95418937826918
2017-02-16,0.948765733570841,0.987362489902866,0.983088532842656,0.982481225320987,1.02387106448583,1.01524376237704,1.02937543526542,1.02785999921737,0.998072702435301,0.956867606797872
2017-02-17,0.93813977172395,0.981202725943933,0.976898764514045,0.97512467949666,1.01513923281746,1.01150356717142,1.02328864897078,1.02203773553343,0.98988419892222,0.948277062460557
2017-02-20,0.944988621826116,0.985883943922667,0.982127851167493,0.982196567503268,1.02715005860215,1.02796705888109,1.0368931837002,1.03695887314957,1.00211029666571,0.954738499338584
2017-02-21,0.96247300549835,0.985684185655084,0.985516798273894,0.985684958924831,1.03138678656991,1.03373488080659,1.03809027188281,1.04037319124035,1.00985966511478,0.969568698526918
2017-02-22,0.963509256712902,0.989169744402521,0.987170392181504,0.987776835643747,1.03388906836051,1.03671828384328,1.03865676657993,1.04244448447232,1.0161040778352,0.971185742166884
2017-02-23,0.967075595811117,0.986306197659164,0.986758865656111,0.987451510533899,1.03076858696372,1.03252711226974,1.0339901149274,1.03753539405204,1.01606766635026,0.971479954273599
2017-02-24,0.973739202137842,0.986901271195647,0.988699952526745,0.989384309599353,1.0314207082919,1.03076044836674,1.03505554073391,1.0376934145481,1.01640855318337,0.978834695468011
2017-02-27,0.966023342928782,0.983275611866741,0.984713720611799,0.98488947515658,1.0235673541152,1.02040810778852,1.02668891645329,1.02944020417801,1.00826132648295,0.971785395850037
