"Date","EW","MAXSER","MAXSER_ALL_Long_Only","MAXSER_H_ALL_Long_Only","SSE","SZ100","SSE50","HS300","CSI500","CYB50"
2017-03-06,-0.0108638645265434,0,0,0,-0.0083873571162677,0,-0.0201418401862739,-0.0124000037824983,0,-0.0165166335242641
2017-03-07,-0.00301750888223218,0,0,0,-0.00576839696089004,0,-0.0174710782122532,-0.0102585939364833,0,-0.00838025314553814
2017-03-08,-0.0144563843998933,-0.00635483939040205,-0.00557121340333355,-0.00716830408068192,-0.00630255321784667,-0.00547795818755792,-0.0167284354213509,-0.0117561194088871,-0.00400095904056685,-0.017543141653076
2017-03-09,-0.0155281026640632,0,-0.00133759595069061,-0.00209972311814988,-0.0136369295152916,-0.0130348076470385,-0.0215328881090422,-0.017999247512076,-0.0128470964954855,-0.0198781533169218
2017-03-10,-0.0175509449526838,0,-0.0012756967973383,-0.00204486277717464,-0.0148588656140131,-0.00780688074604963,-0.0245847705271304,-0.0177275953597913,-0.0115388400698677,-0.0224161119729195
2017-03-13,-0.00921706262188438,0,0,0,-0.00741870062044325,0,-0.0180561022637052,-0.00907197836410922,-0.0023439466542885,-0.0113364395809423
2017-03-14,-0.0185989949006902,-0.00353810173633451,-0.00432044452711489,-0.0064547822102784,-0.00671252274456979,-0.00290896427910536,-0.0180523494365756,-0.00947458519318067,-0.0045532965026599,-0.0213279348685917
2017-03-15,-0.018708374185811,-0.00831503304968484,-0.00719804046741734,-0.012747085744385,-0.00596678909536286,0,-0.0170482596889658,-0.00748275596266423,-0.00569123738001676,-0.0197469665871884
2017-03-16,-0.0116816338000969,-0.00296294679920028,-0.00294409216624258,-0.00715986560294912,0,0,-0.0120916090121227,-0.00236406145184298,0,-0.0156168271087846
2017-03-17,-0.0213350850609338,-0.00958241856671349,-0.00992846195762576,-0.0152295416861379,-0.00963249498689933,-0.0123196582636845,-0.0213627599458259,-0.0125945732038075,-0.00918399471829356,-0.0244696888575936
2017-03-20,-0.0191825739382698,-0.00718412385066847,-0.00726081064430351,-0.012459680867451,-0.00554523109208327,-0.0120193363868638,-0.0200672006244704,-0.0115033797482174,-0.00687706889753514,-0.0228371428875771
2017-03-21,-0.0203555996705573,0,-0.000194573873139703,-0.00812440812743931,-0.0022407909609703,-0.00297453053384389,-0.0171199803852234,-0.00670820346516954,-0.00418669975883856,-0.0200710090221714
2017-03-22,-0.0306724554935798,0,-0.00117348578243937,-0.00855595828506173,-0.00725496224305455,-0.00462139025768216,-0.0248712363313698,-0.0113781561294953,-0.00665531670370156,-0.0317561586283028
2017-03-23,-0.0350940925132647,-0.00174994879933876,-0.00210025104976663,-0.0118630961923081,-0.00623628184714564,-0.000197457757220798,-0.0211651110503246,-0.00796015309948483,-0.00476102418642455,-0.0345060343092547
2017-03-24,-0.0303090447078666,-0.00489603947184514,-0.00176981129550802,-0.0127963645858027,0,0,-0.013588570056109,-4.49888058104975e-05,0,-0.0268545963289024
