"Portfolio","Date","Num +","Num -","Sum +","Max +","Min -","Sum -","CYB_ETF"
"EW",2016-12-30,45,0,0.978260869565217,0.0217391304347826,0,0,0.0217391304347826
"EW",2017-06-30,44,0,0.977777777777778,0.0222222222222222,0,0,0.0222222222222222
"EW",2017-12-29,44,0,0.977777777777778,0.0222222222222222,0,0,0.0222222222222222
"EW",2018-06-29,46,0,0.97872340425532,0.0212765957446809,0,0,0.0212765957446809
"EW",2018-12-28,44,0,0.977777777777778,0.0222222222222222,0,0,0.0222222222222222
"EW",2019-06-28,42,0,0.976744186046512,0.0232558139534884,0,0,0.0232558139534884
"EW",2019-12-31,42,0,0.976744186046512,0.0232558139534884,0,0,0.0232558139534884
"EW",2020-06-30,44,0,0.977777777777778,0.0222222222222222,0,0,0.0222222222222222
"EW",2020-12-31,45,0,0.978260869565217,0.0217391304347826,0,0,0.0217391304347826
"EW",2021-06-30,46,0,0.97872340425532,0.0212765957446809,0,0,0.0212765957446809
"EW",2021-12-31,48,0,0.979591836734695,0.0204081632653061,0,0,0.0204081632653061
