"Portfolio","Date","Num +","Num -","Sum +","Max +","Min -","Sum -","CYB_ETF"
"MAXSER_H_ALL_Long_Only",2016-12-30,7,0,0.45708480040427,0.129272137079903,0,0,1.6738525486472e-16
"MAXSER_H_ALL_Long_Only",2017-06-30,4,0,0.385043466657016,0.179851698822171,0,0,5.3739587071253e-17
"MAXSER_H_ALL_Long_Only",2017-12-29,5,0,0.386985418908906,0.231063527011533,0,0,0
"MAXSER_H_ALL_Long_Only",2018-06-29,3,0,0.386102893310543,0.233902828814548,0,0,0
"MAXSER_H_ALL_Long_Only",2018-12-28,0,0,0,0,0,0,0
"MAXSER_H_ALL_Long_Only",2019-06-28,9,0,0.661022974647117,0.155818022077198,0,0,0
"MAXSER_H_ALL_Long_Only",2019-12-31,5,0,0.727994501112291,0.368802710070227,0,0,0
"MAXSER_H_ALL_Long_Only",2020-06-30,6,0,0.512676837741743,0.237915601721223,0,0,8.92813227021765e-17
"MAXSER_H_ALL_Long_Only",2020-12-31,4,0,0.512071290647348,0.204146620865716,0,0,0
"MAXSER_H_ALL_Long_Only",2021-06-30,1,0,0.23435035150145,0.23435035150145,0,0,1.33470511936066e-15
"MAXSER_H_ALL_Long_Only",2021-12-31,4,0,0.316389488164112,0.199643167474294,0,0,1.49869023108501e-16
