"Date","EW","Factor","MAXSER","MAXSER_Fac_Constraint","MAXSER_H","MAXSER_Stock_Long_Only","MAXSER_ALL_Long_Only","MAXSER_H_Stock_Long_Only","MAXSER_H_ALL_Long_Only","CYB_ETF","SSE50_ETF","SSE380_ETF","SSE_ETF","HS300_ETF","CSI500_ETF","SZ300_ETF","SZ_ETF","SZ100_ETF","Med_ETF","Bat_ETF","Tech_ETF","Gold_ETF","Bond_ETF","HSI_ETF","FinH_ETF","Brok_ETF","Insur_ETF","Bank_ETF","Bonus_ETF","Fin_ETF","NewE_ETF","SSE","SZ","SZ100","SSE50","CSI500","HS300","CSI100","CYB","SSE380","CYB50"
2017-08-11,-0.0311300318749005,-0.00637908548899369,-0.00799847855793978,-0.0147679151545397,-0.0136992838983611,-0.00818095217351178,-0.00954944042507477,-0.00619078238598969,-0.00897217595819799,-0.130047194546408,-0.0421554252199413,-0.0737410071942444,-0.0120261437908495,-0.0314136125654451,-0.0631214872460012,-0.0510355029585798,-0.0245398773006139,-0.0269187986651842,-0.0600387346675272,0,0,-0.0335781741867786,-0.0116409827364408,-0.0425531914893617,-0.0600226500566253,-0.0441609421000982,-0.0617469879518074,-0.0360360360360362,0,-0.0559935639581656,0,-0.0255409188620186,-0.0354403401102955,-0.0293221840466747,-0.0415947468216368,-0.0705934954713767,-0.0326311763635622,-0.0377351042249072,-0.125241204781165,-0.0884065784288853,-0.157528774318852
2017-08-14,-0.0249691831017596,-0.00762263542174035,0,-0.00320618451398225,-0.00329925273281406,0,0,-0.00144836320653363,0,-0.107498689040378,-0.0340909090909093,-0.058752997601918,-0.0143790849673202,-0.0193717277486913,-0.0440985732814533,-0.0362426035502957,-0.0113935144609997,-0.0066740823136825,-0.0458360232408005,0,0,-0.0346274921301154,-0.0112001727255555,-0.0325797872340424,-0.0532276330690828,-0.0323846908734052,-0.0476907630522089,-0.0350350350350352,0,-0.0508447304907481,0,-0.0167883624012113,-0.0140287999040251,-0.00862442862008139,-0.0336907418697481,-0.0507643042880513,-0.0200772759895417,-0.0293500625977837,-0.0994614787867838,-0.0720026773617191,-0.130293867731934
2017-08-15,-0.02116269904926,-0.00731282581816384,-0.00385809517071933,-0.00721598541287294,-0.00850689704748098,-0.00288736628964659,-0.00427178699805741,-0.00260840673883922,-0.00442828479715895,-0.105401153644468,-0.028225806451613,-0.0563549160671459,-0.0138562091503267,-0.0167539267015709,-0.0435221213431338,-0.0332840236686389,-0.00788781770376923,-0.00511679644049001,-0.050355067785668,0,0,-0.0416229450856941,-0.00953589003139654,-0.0226063829787233,-0.049263873159683,-0.0363101079489695,-0.0471887550200806,-0.0260260260260263,0,-0.0426387771520516,0,-0.0125665196113268,-0.0102816632113277,-0.00607038100403712,-0.0285494284632923,-0.047427685473558,-0.0170608707552709,-0.0260101714013793,-0.0969067040242227,-0.0701822333299146,-0.127583619329281
2017-08-16,-0.0267250193643386,-0.00982730156120559,-0.00312194258458165,-0.00551851442356655,-0.00709209200326588,-0.00455027243079098,-0.00522047623000399,-0.00405908591155735,-0.00337558073311883,-0.0901940220241219,-0.032258064516129,-0.0563549160671459,-0.018562091503268,-0.0183246073298431,-0.0423692174664946,-0.0310650887573961,0,-0.000889877641824799,-0.0561652679147836,0,0,-0.0440713536201468,-0.0118568896805479,-0.0226063829787233,-0.0475651189127975,-0.0363101079489695,-0.0466867469879521,-0.0310310310310312,0,-0.047144006436042,0,-0.0140273543584201,-0.00643892673307367,-0.00352021455067264,-0.0323677523160706,-0.0468185590766629,-0.0182904543889715,-0.0282651417620939,-0.0835418377005025,-0.0689370037299536,-0.110210331166754
2017-08-17,-0.0228343128362831,-0.00923506006827712,-0.00458048461075489,-0.00709718639085033,-0.0101020561527267,-0.00574899655626582,-0.00689704069344288,-0.004342013204788,-0.00700061619497505,-0.08442579968537,-0.0278592375366566,-0.046163069544364,-0.0175163398692809,-0.0107329842931938,-0.0328577604842202,-0.0273668639053251,0,0,-0.052937378954164,0,0,-0.0346274921301154,-0.0109302890454216,-0.0252659574468085,-0.049263873159683,-0.0284592737978412,-0.0451807228915665,-0.0300300300300302,0,-0.044569589702333,0,-0.00735246328323969,-0.00147617315932902,0,-0.0289812271958624,-0.0396930775304172,-0.0130238792780148,-0.0247549931870191,-0.0794184473014946,-0.0608421679072858,-0.103200211876098
2017-08-18,-0.0199546957157097,-0.00525367291578627,-0.00462453291666343,-0.0067641619529617,-0.00255785450867951,-0.00628809364289118,-0.00940708197360995,0,-0.00596785266605582,-0.0912427897220769,-0.0234604105571847,-0.0467625899280572,-0.0101960784313724,-0.0102094240837697,-0.0370370370370375,-0.0273668639053251,-0.00262008733624441,-0.0046460176991151,-0.0568108457069075,0,0,-0.0335781741867786,-0.0107593627146703,-0.0312499999999998,-0.0379388448471123,-0.0353287536800787,-0.0356425702811246,-0.0290290290290294,0,-0.0387771520514885,0,-0.00726286946818933,-0.00519238050964022,-0.0022542144642278,-0.0255577866399683,-0.0424504379585614,-0.0121229095619487,-0.0220402741949429,-0.0852405018164112,-0.0613549690430053,-0.110616427018617
2017-08-21,-0.0169042036758592,-0.00691961757204873,-0.00491491173074465,-0.00708299069435459,-0.00311072232664611,-0.00677975825970167,-0.0091243744642534,-0.00124632673693736,-0.00577865384893927,-0.0891452543261672,-0.0238269794721406,-0.0407673860911266,-0.0133333333333333,-0.00602094240837725,-0.0276696930393434,-0.0251479289940826,0,0,-0.05229180116204,0,0,-0.037425673312347,-0.0111102114988442,-0.0299202127659575,-0.0436013590033977,-0.0304219823356234,-0.0371485943775102,-0.0290290290290294,0,-0.0403861625100563,0,-0.0017411570904543,0,0,-0.0242303224880257,-0.0339991486108517,-0.00779443568317484,-0.0193929599379552,-0.081518303444779,-0.0543435943041289,-0.107047639016101
2017-08-22,-0.0094069350356929,-0.00703331854885192,-0.00633266979294145,-0.00834123340426407,-0.00693328700595697,-0.00823996917769743,-0.0111968137979208,-0.00248629406618528,-0.00893170055400194,-0.0949134766649191,-0.0142961876832843,-0.0437649880095919,-0.01359477124183,-0.0044502617801051,-0.0315607436230012,-0.0295857988165676,-0.00261780104712028,-0.00264666960741067,-0.0542285345384119,0,0,-0.0384749912556837,-0.0110832231308308,-0.0212765957446808,-0.034541336353341,-0.0323846908734055,-0.0230923694779117,-0.0240240240240244,0,-0.0299275945293646,0,-0.0007328470363277,-0.00334806080954031,-0.00125856695713822,-0.014282171895421,-0.0381925871218197,-0.00479633098184762,-0.0123280843574285,-0.0886990884053502,-0.0586754144242864,-0.114869950010484
2017-08-23,-0.00757305474066272,-0.00559477601270664,-0.000285337070742298,-0.00175630004546912,-0.00588464631943464,-0.00323075711323306,-0.00573159087287423,-0.000650262233039767,-0.00315993115457669,-0.0996329313057162,-0.00733137829911978,-0.0527577937649875,-0.0109803921568626,-0.00183246073298449,-0.0390546188211565,-0.0310650887573961,-0.0052356020942409,-0.00308778120864583,-0.0535829567462879,0,0,-0.0381252186079047,-0.0104265061758384,-0.0179521276595744,-0.0147225368063422,-0.0225711481844949,-0.0155622489959841,-0.0120120120120123,0,-0.0197908286403863,0,-0.00149849452019923,-0.0065885421295313,-0.000794388925190126,-0.00821275223217188,-0.0462177293493637,-0.00379112779553914,-0.00775449852756882,-0.0924895747816422,-0.0667650210248465,-0.119645990355224
2017-08-24,-0.0122138828530506,-0.00528513501222372,-0.000758206667161088,-0.00222744018256649,-0.00374863661478997,-0.00378081279035025,-0.00645060091091199,-0.00138243453432141,-0.00516120573791856,-0.105925537493446,-0.0109970674486801,-0.0551558752997597,-0.0104575163398692,-0.0070680628272255,-0.0461161550655721,-0.0236686390532541,-0.00785340314136118,-0.0072783414203792,-0.0600387346675274,0,0,-0.0377754459601257,-0.0104894790345362,-0.0186170212765957,-0.0175537938844847,-0.037291462217861,-0.0256024096385543,-0.0100100100100105,0,-0.0241351568785197,0,-0.00641643569684869,-0.0127982173610844,-0.00586003644388933,-0.0132015564144299,-0.0528838770970593,-0.00947834993907792,-0.0118707526289187,-0.0983276970623611,-0.0738202537555936,-0.12603262009071
2017-08-25,0,0,0,0,-0.00616144385251871,0,-0.00271311272218655,0,-0.00394289762368039,-0.0964866282118515,0,-0.0491606714628294,-0.000261437908496864,0,-0.0360282461449783,-0.0177514792899405,0,0,-0.05229180116204,0,0,-0.0384749912556834,-0.0102645759677579,-0.0106382978723404,0,-0.0137389597644754,-0.00100401606425704,0,0,0,0,0,-0.00287751747698972,0,0,-0.0426352274177484,0,0,-0.089721902122201,-0.064937154871341,-0.114618347145743
2017-08-28,0,0,-0.000694600892315544,-0.000968964179134613,-0.00871720487466254,0,-0.00388534161057053,0,-0.00484315457072892,-0.0797063450445732,0,-0.04136690647482,0,0,-0.0250756593169051,0,0,0,-0.050355067785668,0,0,-0.0339279468345572,-0.0105524518932341,-0.0126329787234043,0,0,0,0,0,0,0,0,0,0,0,-0.0308608956239752,0,0,-0.074683477566638,-0.0569543256125276,-0.0973018903320506
2017-08-29,-0.00118241253069529,-0.000252517707024058,-0.00239229886698245,-0.00245511617453475,-0.00792131284947206,-0.00213531131046862,-0.00648829907265458,-0.000717539437958714,-0.0073129027234522,-0.0859989512323025,0,-0.0431654676258989,-0.000519885625162475,-0.00204970535485516,-0.028390257962243,0,-0.00686695278969973,-0.00452781371280708,-0.0510006455777923,0,0,-0.0234347674011891,-0.01075936271467,-0.0172872340425532,-0.0016638935108152,-0.00753295668549903,-0.00578313253012053,0,0,0,0,0,-0.00438215905285411,-0.00600768622799464,0,-0.0333390354080746,-0.00212714409176229,-0.000921838723024093,-0.0803257739516416,-0.0585596967995812,-0.103905362010175
2017-08-30,-0.00351972980049897,-0.000365041320938286,-0.000885349465523988,-0.00133960048137205,-0.00743596360990806,0,-0.00343476220735395,-7.19761046444889e-05,-0.00386168986131219,-0.0791819611955957,-0.00537827178200068,-0.0371702637889684,-0.000779828437743602,-0.00307455803228274,-0.0216169476869874,0,-0.00085836909871273,-0.00129366106080187,-0.05229180116204,0,0,-0.0346274921301153,-0.0110022580267904,-0.0106382978723404,-0.00388241819190238,-0.00564971751412413,-0.00963855421686766,-0.00877192982456154,0,-0.0073945877910635,0,-0.00047545098011248,0,-0.00182054677836474,-0.00397900208423918,-0.0265045406918463,-0.00218881929970782,-0.00319454802758679,-0.0767913675928232,-0.0528090706424049,-0.102181109921761
2017-08-31,-0.00959881145789088,0,-0.00529047539550587,-0.00584829715895774,-0.0101502611693158,-0.00331525514285469,-0.00860159489965229,-0.00153789223486578,-0.00743852421066749,-0.0744625065547986,-0.00824668339906764,-0.0359712230215823,0,-0.00486805021778125,-0.0183023490416493,-0.00735294117647056,-0.00085836909871273,-0.00388098318240604,-0.051000645577792,0,0,-0.0360265827212313,-0.0114070835469913,-0.0106382978723404,-0.011647254575707,0,-0.00819277108433758,-0.0165692007797272,0,-0.0105412208936438,0,-0.00131224470511038,0,-0.00352791485370052,-0.00894371897051938,-0.0239458477883951,-0.00536574309127069,-0.00864177684545642,-0.0713946067539856,-0.0507507813469937,-0.0962728566856852
2017-09-01,-0.00919090483128759,-0.000112495327993067,-0.00577590873473754,-0.00690709204924977,-0.00779914298784801,-0.0022733944898945,-0.00745502381822782,-0.00087161081801046,-0.00360019887813712,-0.0686942842160465,-0.0103979921118681,-0.0293764988009589,-0.000259875259875142,-0.00358698437099669,-0.00821444012105577,0,0,0,-0.051646223369916,0,0,-0.0293809024134311,-0.0108673161867238,-0.0119680851063829,-0.0122018857459788,0,-0.00722891566265083,-0.0214424951267056,0,-0.0129011957205789,0,0,0,0,-0.0105913230081532,-0.0154864126196274,-0.00316781563849056,-0.00842330791995982,-0.063424994916059,-0.0448103850326845,-0.0840535649256791
2017-09-04,-0.0039303386580597,0,-0.00673504093924393,-0.00830239061257643,-0.00436111416370422,-0.00116081006730018,-0.00987701509990835,0,-0.00627518601162158,-0.0582066072364975,-0.00896378630333472,-0.0239808153477215,0,0,-0.00417927655281813,0,0,0,-0.0426081342801806,0,0,-0.0220356768100732,-0.010480482911865,-0.0259308510638299,-0.0155296727676093,-0.00372093023255815,-0.0101204819277112,-0.0155945419103315,0,-0.0140025173064818,0,0,0,0,-0.0101426402334462,-0.00972761882867379,0,-0.00563618203811223,-0.0542025994632366,-0.0393441610843316,-0.0743276796256868
2017-09-05,-0.00174908508693883,0,-0.00772311389691893,-0.0090057178754871,-0.00647222302965778,-0.00271830440651621,-0.01200537733661,-0.000547589363188328,-0.00894220605617246,-0.0582066072364975,-0.00250986016493393,-0.0233812949640286,0,0,-0.00345871162991851,0,0,0,-0.039380245319561,0,0,-0.0234347674011891,-0.0111192076215152,-0.0285904255319148,-0.0016638935108152,-0.00651162790697657,-0.00433734939759067,-0.00779727095516569,0,-0.00298930144745113,0,0,0,0,-0.00338866844168328,-0.00864467717356987,0,-0.000713911120832411,-0.0534268276455957,-0.0394511071106628,-0.0765121001114568
2017-09-06,-0.00609669785553235,-0.000111190640881498,-0.010143430718479,-0.0113139595238528,-0.00495837759014461,-0.00528550506234426,-0.0152538586175361,-0.000547200454029229,-0.0124320230574926,-0.0492920818038808,-0.00896378630333472,-0.0191846522781773,-0.000256278831368473,-0.00306356905795235,0,-0.000725163161711451,0,0,-0.0451904454486763,0,0,-0.0223854494578524,-0.0104804829118649,-0.0299202127659575,-0.0088740987243483,-0.0111627906976743,-0.0110843373493977,-0.0136452241715401,0,-0.0102265575833856,0,0,0,0,-0.00905360791696908,-0.00332605941682618,-0.00196964205249295,-0.00397091648900127,-0.0445423573923024,-0.034455681836584,-0.0642354252419483
2017-09-07,-0.00966619213409392,0,-0.0114561253796371,-0.0123167027435357,-0.00139108580794622,-0.00609346260581434,-0.0200580882871649,0,-0.0150031777519977,-0.0561090718405876,-0.0164933667981357,-0.0227817745803357,0,-0.00740362522338511,-0.00733496332518335,-0.00290065264684558,0,-0.00298507462686592,-0.0445448676565525,0,0,-0.0255334032878628,-0.0100396729009795,-0.0332446808510639,-0.0149750415973378,-0.0204651162790698,-0.0197590361445787,-0.0233918128654972,0,-0.0198237885462553,0,-0.00587554513692379,-0.00502967006452859,-0.00379112186659647,-0.0172682630135343,-0.0106453813345458,-0.00704554729189122,-0.00976021124811899,-0.0508057733491002,-0.0405365924094638,-0.0705497743298878
2017-09-08,-0.011761086341346,0,-0.0178250197087313,-0.0187611366873558,-0.00577368366733855,-0.0117068449445006,-0.0275972439126662,-0.00242208677949252,-0.0228677555724744,-0.0608285264813847,-0.0182861240588027,-0.0221822541966425,0,-0.00842481490936953,-0.00417086149863388,-0.00652646845540239,0,-0.00298507462686592,-0.0419625564880568,0,0,-0.0227352221056313,-0.00906809165249789,-0.0372340425531915,0,-0.0251162790697673,-0.0226506024096389,-0.0224171539961017,0,-0.0199811202013844,0,-0.00595086885166485,-0.0048809115630708,-0.00457676432080911,-0.0191447719329757,-0.00829425601953626,-0.00805201700990854,-0.0118958833497164,-0.0533710925829691,-0.0379449224590706,-0.0751349054833985
2017-09-11,-0.0142230831711775,0,-0.015872643896881,-0.0171948017502358,-0.00739980743002189,-0.00880858776595761,-0.024131588242836,-0.00249731857977875,-0.0201605930600494,-0.0524383848977454,-0.0211545356758698,-0.012589928057554,0,-0.00689303038039291,0,-0.00580130529369127,0,0,-0.0451904454486765,0,0,-0.0272822665267575,-0.00891515756708838,-0.0172872340425532,-0.037704918032787,-0.0241860465116278,-0.0303614457831328,-0.0224171539961017,0,-0.0254877281308998,0,-0.00264962243618749,0,0,-0.0235034567557789,0,-0.00814120443468891,-0.0156143351455625,-0.0477965820849435,-0.0305769485093681,-0.0647739436542016
2017-09-12,-0.00796862612066573,-0.00350615323852566,-0.0129168734143625,-0.0146222525351994,-0.00679062306474854,-0.00561705120799305,-0.0182816134560828,-0.00450738218627489,-0.0143574153507713,-0.0597797587834299,-0.0154177124417356,-0.0143884892086331,-0.00657894736842113,-0.00434005616543265,-0.00228310502283091,0,-0.00251466890192786,-0.0025564550489986,-0.0490639122014203,0,0,-0.0314795383001047,-0.0091310645111955,-0.0159574468085104,-0.0355191256830603,-0.0148837209302323,-0.0183132530120487,-0.0214424951267058,0,-0.0198237885462554,0,-0.00174278398812799,-0.000915528061568249,-0.00168266257843375,-0.0170086914489971,-0.000844558649680693,-0.00495508739071271,-0.0108628336658244,-0.0537672634335313,-0.0307609833906412,-0.0744534810580574
2017-09-13,-0.00987422077779221,0,-0.00661438158873695,-0.00864237060021,0,0,-0.0129323144152549,0,-0.00697968299293561,-0.0576822233875199,-0.0179275726066696,-0.00959232613908878,0,-0.00357416390094456,0,-0.000725163161711451,-0.000838222967309399,0,-0.0445448676565527,0,0,-0.030080447708989,-0.0100306767783086,-0.0192819148936166,-0.0360655737704918,-0.0186046511627906,-0.0236144578313258,-0.0233918128654972,0,-0.0226557583385777,0,-0.000366575411740344,0,0,-0.018786628888234,0,-0.00374379771462396,-0.0101610450667926,-0.0517849028276761,-0.0258335380039623,-0.0708576567827951
2017-09-14,-0.0131701579361638,-0.00240337193731921,-0.00590301422120865,-0.00736001478528114,-0.00133524582940525,-0.000986138589244123,-0.0128889547777586,-0.00160592298735895,-0.00727507606716549,-0.0629260618772945,-0.0240229472929369,-0.0101918465227817,-0.00450112528132041,-0.00689303038039313,-0.00213098451484584,-0.00145032632342279,0,-0.00106337728626116,-0.0484183344092963,0,0,-0.0318293109478839,-0.00941894043667191,-0.0199468085106381,-0.0437158469945356,-0.0195348837209298,-0.0303614457831328,-0.0331384015594544,0,-0.0308370044052863,0,-0.00412449030953033,-0.00189334345520753,-0.00284656796300231,-0.0242022190265591,-0.00182440283532703,-0.00702376896723556,-0.0137024026311146,-0.0563943431422026,-0.0260968546397709,-0.0767951533342909
2017-09-15,-0.0164704940433752,-0.00548195045983968,-0.00373504099702426,-0.00429618750907401,-0.00409089392809292,-0.00153255200798108,-0.0117983639313466,-0.00354365601747708,-0.00729319525240768,-0.0655479811221817,-0.0240229472929369,-0.0143884892086331,-0.0102525631407853,-0.00536124585141706,-0.00980252876829091,-0.00217548948513435,0,0,-0.0477727566171724,0,0,-0.0276320391745366,-0.00961685513543675,-0.0206117021276593,-0.0437158469945356,-0.0176744186046509,-0.0284337349397594,-0.03411306042885,0,-0.0327249842668345,0,-0.00938415330827669,-0.00255962003301613,0,-0.0258308389272647,-0.00932562321795338,-0.00667609357005339,-0.0122743168563667,-0.058211004913222,-0.0305803222010508,-0.0795572672397633
2017-09-18,-0.0155048773822862,-0.00140605568769814,0,0,0,0,-0.00294442118733473,0,0,-0.051914001048768,-0.0215130871280031,-0.00839328537170259,-0.00275068767191822,-0.00153178452897618,-0.000426196902969411,0,0,0,-0.0413169786959326,0,0,-0.0353270374256732,-0.0103005604584426,-0.00664893617021256,-0.0393442622950819,-0.00558139534883684,-0.0202409638554222,-0.03411306042885,0,-0.0319383259911894,0,-0.00665507173771529,0,0,-0.0237133775006578,-0.00223281773819217,-0.00360483126205902,-0.0102282460028622,-0.0485864131976615,-0.0251033024393141,-0.0735712157494578
2017-09-19,-0.0150912367552473,0,-0.00154954239368543,-0.00148970578577445,-0.000219265710645122,-0.00137623537263332,-0.00556749928654643,0,-0.000565756152391406,-0.0613529103303622,-0.0247400501972036,-0.00779376498800943,0,-0.00791422006637732,-0.00895013496235275,-0.00288808664259932,-0.00994200497100239,-0.00882538348392525,-0.0432537120723048,0,0,-0.0349772647778941,-0.0102375875997446,-0.00199468085106391,-0.0464480874316938,-0.0186046511627904,-0.03277108433735,-0.0370370370370371,0,-0.0339836375078667,0,-0.00843152985713913,-0.00624286660815021,-0.00735244083735953,-0.0249853146748473,-0.00723462867679991,-0.00646349563889048,-0.0116811038873768,-0.0558701322829035,-0.0296537377804889,-0.0843206170891327
2017-09-20,-0.0188155916445701,-0.00617879285078893,-0.00580735297494506,-0.00601279515257747,-0.00499753015300342,-0.00541823785731443,-0.00788591409810602,-0.00566274283636803,-0.00195620460149104,-0.0555846879916102,-0.0258157045536037,-0.00479616306954456,-0.0115000000000001,-0.00331886647944868,0,-0.00288808664259932,-0.00165700082850051,0,-0.0432537120723048,0,0,-0.0339279468345572,-0.0113800951789779,-0.00531914893617014,-0.0448087431693989,-0.0176744186046507,-0.0346987951807233,-0.0360623781676415,0,-0.0363436123348019,0,-0.0057284423528412,0,0,-0.0279296812964995,0,-0.00378813216124452,-0.0105682036794492,-0.0496579323296005,-0.0223954088104632,-0.0755393460532573
2017-09-21,-0.0165446005546712,-0.00615139055482583,-0.00342789039065994,-0.00318632971777399,-0.00457791613180847,-0.00397336084896882,-0.00618382056212918,-0.0067432614458458,-0.00136538343897841,-0.0665967488201367,-0.0218716385801364,-0.012589928057554,-0.0115000000000001,-0.0030635690579528,-0.011634506242906,-0.00361010830324915,-0.0091135045567523,-0.0044043624161072,-0.051000645577792,0,0,-0.0440713536201466,-0.0117219478404809,-0.00199468085106402,-0.0431693989071039,-0.0195348837209298,-0.0332530120481933,-0.0311890838206629,0,-0.0303650094398992,0,-0.00814559512823954,-0.0082913879116765,-0.00484648430997259,-0.0232113931107297,-0.0120175325350632,-0.00498542148576908,-0.00762849214276129,-0.0596495720702064,-0.0327700167874898,-0.0881410079563901
2017-09-22,-0.0143855053353752,-0.0124650953283614,-0.00487063299048529,-0.00465000818052619,-0.00562167798857771,-0.00629810946562248,-0.00579735469191212,-0.0114522288883927,-0.00011918341096917,-0.070267435762979,-0.0215130871280029,-0.0197841726618705,-0.0232500000000001,-0.00587184069440894,-0.0190124858115781,-0.0166064981949459,-0.00994200497100262,-0.00755033557046969,-0.0471271788250484,0,0,-0.0423224903812519,-0.0114340719150047,-0.0113031914893617,-0.0459016393442623,-0.0241860465116277,-0.0298795180722896,-0.0311890838206629,0,-0.0292636878539962,0,-0.00970612526540549,-0.0108398347619945,-0.00563192839398741,-0.0219328845045267,-0.0179997764652583,-0.00500797760773386,-0.00507564717136788,-0.0628355087581881,-0.0383450422925988,-0.0887220119401021
2017-09-25,-0.0194394913851866,-0.0201757090250777,-0.00164281847417247,-0.00047532745203005,-0.00780729028357785,-0.00626466103694834,-0.00183138890312984,-0.0192181369226995,0,-0.0823282642894603,-0.0215130871280029,-0.0311750599520384,-0.0375000000000001,-0.0099565994383457,-0.0309307604994327,-0.0180505415162455,-0.0215410107705054,-0.0211828859060403,-0.0464816010329244,0,0,-0.0437215809723677,-0.0109302890454215,-0.0199468085106383,-0.0420765027322404,-0.0316279069767441,-0.0366265060240967,-0.0282651072124758,0,-0.0269037130270612,0,-0.0129497711931397,-0.0232737891526592,-0.0175391319463285,-0.0213491222939847,-0.0302770037737923,-0.0101774777899977,-0.00817953981853126,-0.0742852982453501,-0.0490926118851108,-0.104398084286961
2017-09-26,-0.0179440722561861,-0.021777510989951,-0.000160544536380369,0,-0.00845793600208189,-0.00497592806246971,0,-0.0197808725154572,0,-0.0844257996853701,-0.0207959842237362,-0.0287769784172662,-0.0405,-0.00944600459535372,-0.0266742338251986,-0.0180505415162455,-0.0231980115990059,-0.0171979865771812,-0.0464816010329244,0,0,-0.0304302203567679,-0.0107413704693278,-0.0206117021276596,-0.040983606557377,-0.0306976744186044,-0.0361445783132535,-0.0321637426900586,0,-0.0295783511642542,0,-0.0123489537979106,-0.0214777238759624,-0.0153173092929807,-0.0219551543574619,-0.0256639101366432,-0.00940227313856246,-0.00820167659747184,-0.0763771205057333,-0.0441975539385826,-0.104985709398693
2017-09-27,-0.0203715590868271,-0.00993993718919339,0,0,-0.00144689402371634,-0.00115612612100502,-0.00153250223643342,-0.0108352875225471,-0.0013626419735816,-0.0786575773466182,-0.0279670132664039,-0.0179856115107916,-0.0187500000000003,-0.00868011233086563,-0.0178774120317822,-0.00505415162454881,-0.0182270091135046,-0.00796979865771796,-0.0458360232408005,0,0,-0.0388247639034623,-0.0114610602830182,-0.0132978723404258,-0.0480874316939889,-0.0306976744186044,-0.0371084337349402,-0.0389863547758286,0,-0.0368156073001888,0,-0.0118500449579193,-0.0137921729083655,-0.0076385356894203,-0.028321411660422,-0.0163365644264181,-0.00929364078105377,-0.0106931183606135,-0.0686008239751155,-0.0369039698904764,-0.0945623986139784
2017-09-28,-0.02350436613205,-0.0084194560711619,0,0,0,0,0,-0.0080176693393148,0,-0.0765600419507083,-0.0265328074578703,-0.0185851318944845,-0.016,-0.00714832780188934,-0.0175936435868331,-0.00144404332129944,-0.0140845070422538,-0.00776006711409405,-0.0309877340219495,0,0,-0.0444211262679255,-0.0112541494615823,-0.0119680851063831,-0.0497267759562839,-0.033488372093023,-0.0404819277108438,-0.0428849902534114,0,-0.0377595972309629,0,-0.0135127790374401,-0.0142711236488181,-0.00590945503608542,-0.0284199831406261,-0.018630036853348,-0.00894674318118072,-0.0099178040315292,-0.0687052644528303,-0.0378529893607258,-0.0946004701000907
2017-09-29,-0.0224448805862649,-0.0078492326397992,-0.000969886286127264,-0.00111485907591213,0,-0.000530203249288319,-0.000970510473201847,-0.00708836385417477,0,-0.0665967488201367,-0.022588741484403,-0.012589928057554,-0.015,-0.00382946132244055,-0.0116345062429057,-0.00144404332129944,-0.0066280033140016,-0.0031459731543626,-0.0187217559715945,0,0,-0.0409233997901359,-0.0115960021230851,-0.0139627659574468,-0.0437158469945355,-0.0223255813953487,-0.0313253012048198,-0.0380116959064328,0,-0.0333543108873506,0,-0.0107653834656471,-0.00928771267959516,-0.00216204060948233,-0.0243880445207216,-0.013330500299441,-0.00532661523870848,-0.00656803501827607,-0.0625558292096923,-0.0304018539110533,-0.0878099515554147
2017-10-09,-0.0177768943150602,-0.00579324105073742,0,0,0,0,0,-0.00328331357107914,0,-0.0561090718405877,-0.0139835066332019,0,-0.01125,0,-0.00127695800227046,0,0,0,-0.0083925112976112,0,0,-0.0454704442112623,-0.0117759245765077,0,-0.0366120218579234,-0.0213953488372091,-0.0192771084337352,-0.0253411306042886,0,-0.0273757079924479,0,-0.00325221215411675,0,0,-0.0171780883631256,-0.00210699424667005,0,0,-0.0510789253677388,-0.0185924148615167,-0.0731833279996483
2017-10-10,-0.0176140598209138,0,0,0,0,0,0,0,0,-0.0414263240692191,-0.0154177124417355,0,0,0,0,-0.00283889283179573,0,0,-0.00581020012911537,0,0,-0.0451206715634834,-0.0115060408963737,-0.000658327847267826,-0.0420765027322404,-0.0223255813953487,-0.0337349397590365,-0.0233918128654972,0,-0.0259597230962869,0,-0.000709224467033254,0,0,-0.0159145480187316,0,0,0,-0.0372109371273349,-0.0138037968875671,-0.0623660600977735
2017-10-11,-0.0151847715359668,-0.0134712716877565,0,0,-0.00561057405103371,-0.000846713306330127,0,-0.00954854927568694,0,-0.0487676979549034,-0.00968088920760124,0,-0.0247185511502692,0,-0.00552251486830913,-0.00425833924769348,0,0,0,0,0,-0.0472193074501568,-0.0113890913016491,-0.00131665569453576,-0.037158469945355,-0.0269767441860463,-0.0274698795180729,-0.0214424951267056,0,-0.0253303964757707,0,0,-0.00150138885088591,0,-0.0115390695363379,-0.00581792715541185,0,0,-0.0451981230841078,-0.0158799667488949,-0.0738923404584042
2017-10-12,-0.0147480627875889,-0.0214630319899926,-0.00285051254139435,-0.00261727129334077,-0.00838663022772279,-0.00523898744824891,-0.00149145445573362,-0.015564618188359,-0.00052729519015382,-0.0503408495018358,-0.00573682323413416,-0.00357142857142856,-0.0394028389623104,0,-0.00736335315774561,0,-0.00081566068515504,-0.000818330605564688,0,0,0,-0.0437215809723674,-0.0116409827364407,0,-0.0349726775956282,-0.0306976744186044,-0.0231325301204821,-0.0204678362573101,0,-0.0179358086847073,0,-0.000644279123083846,-0.00195860191658781,0,-0.00758598810059696,-0.00691762455221312,0,0,-0.0459834351376937,-0.0157622249091802,-0.0719589710767072
